Random Seed: 1532566783
############ QEngine -> OpenCL ############
Default platform: NVIDIA CUDA
Default device: Tesla V100-SXM2-16GB
OpenCL device #0: Tesla V100-SXM2-16GB
OpenCL device #1: Tesla V100-SXM2-16GB
OpenCL device #2: Tesla V100-SXM2-16GB
OpenCL device #3: Tesla V100-SXM2-16GB
>>> 'test_cnot_all': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
8, 0.34708,2.22418,0.077,0.093,0.095,0.111,22.467
9, 0.33639,2.15758,0.077,0.094,0.096,0.097,21.796
10, 0.42023,2.63978,0.098,0.118,0.119,0.174,26.677
11, 0.4306,2.7772,0.098,0.117,0.119,0.148,28.055
12, 0.50875,3.19442,0.114,0.141,0.143,0.239,32.284
13, 0.51432,3.28405,0.116,0.141,0.143,0.217,33.182
14, 0.59459,3.71574,0.137,0.164,0.178,0.288,37.557
15, 0.58878,3.63588,0.133,0.162,0.166,0.29,36.756
16, 0.68494,4.36285,0.152,0.184,0.192,0.305,44.087
17, 0.68326,4.27999,0.151,0.185,0.199,0.332,43.26
18, 0.7483,4.57196,0.171,0.21,0.243,0.38,46.23
19, 0.7307,4.56258,0.173,0.2,0.226,0.339,46.12
20, 0.81916,5.16417,0.195,0.219,0.271,0.379,52.195
21, 0.81786,5.08376,0.196,0.236,0.284,0.383,51.394
22, 0.92011,5.67934,0.218,0.26,0.326,0.438,57.422
23, 0.95121,5.99288,0.218,0.263,0.336,0.434,60.574
24, 1.04473,6.49158,0.267,0.307,0.391,0.463,65.63
25, 1.02419,6.36314,0.248,0.295,0.371,0.46,64.331
26, 1.11298,6.92432,0.296,0.33,0.423,0.485,70.004
27, 1.10428,6.93903,0.297,0.331,0.412,0.477,70.142
28, 1.18149,7.26775,0.299,0.379,0.447,0.513,73.49

>>> 'test_x_all': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.09814,0.0547479,0.09,0.092,0.092,0.093,0.642
4, 0.12988,0.058449,0.122,0.122,0.123,0.123,0.71
5, 0.1594,0.0586926,0.151,0.152,0.153,0.153,0.742
6, 0.19173,0.0617664,0.182,0.184,0.185,0.185,0.805
7, 0.223,0.0666771,0.213,0.215,0.215,0.216,0.885
8, 0.25444,0.0671439,0.244,0.246,0.246,0.247,0.921
9, 0.28521,0.0719949,0.274,0.275,0.277,0.278,1
10, 0.31568,0.0751589,0.304,0.306,0.307,0.308,1.062
11, 0.34633,0.0778114,0.335,0.336,0.337,0.338,1.119
12, 0.37841,0.079229,0.366,0.368,0.369,0.37,1.165
13, 0.41105,0.0847123,0.398,0.399,0.4,0.402,1.252
14, 0.44462,0.0876664,0.43,0.433,0.434,0.436,1.315
15, 0.47507,0.095414,0.459,0.462,0.464,0.466,1.423
16, 0.50648,0.0942584,0.49,0.493,0.494,0.499,1.442
17, 0.53707,0.0943708,0.522,0.524,0.525,0.528,1.474
18, 0.56803,0.097482,0.551,0.555,0.556,0.558,1.536
19, 0.5977,0.100904,0.581,0.584,0.585,0.588,1.6
20, 0.63131,0.101702,0.61,0.614,0.616,0.629,1.638
21, 0.65959,0.10721,0.642,0.645,0.646,0.65,1.724
22, 0.69276,0.107899,0.675,0.678,0.679,0.684,1.764
23, 0.7242,0.110316,0.706,0.709,0.71,0.717,1.82
24, 0.75223,0.116499,0.732,0.736,0.737,0.746,1.909
25, 0.78184,0.115502,0.763,0.766,0.767,0.773,1.929
26, 0.8154,0.120708,0.794,0.798,0.8,0.806,2.013
27, 0.84533,0.124419,0.823,0.827,0.83,0.835,2.081
28, 0.87888,0.123816,0.855,0.861,0.864,0.869,2.108

>>> 'test_cnot_single': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.08568,0.572243,0.02,0.02,0.021,0.021,5.769
4, 0.08747,0.571267,0.02,0.021,0.021,0.025,5.763
5, 0.08754,0.583983,0.02,0.021,0.024,0.025,5.894
6, 0.09268,0.591023,0.02,0.021,0.022,0.025,5.958
7, 0.09181,0.596809,0.02,0.021,0.024,0.025,6.021
8, 0.0847,0.576443,0.016,0.02,0.021,0.023,5.814
9, 0.09878,0.643201,0.02,0.02,0.022,0.024,6.482
10, 0.08675,0.559638,0.02,0.021,0.023,0.024,5.642
11, 0.0858,0.578798,0.02,0.021,0.024,0.025,5.841
12, 0.08487,0.557173,0.02,0.021,0.024,0.025,5.623
13, 0.08341,0.546671,0.02,0.021,0.021,0.024,5.517
14, 0.0832,0.545782,0.019,0.02,0.024,0.025,5.507
15, 0.08466,0.580286,0.02,0.021,0.023,0.024,5.856
16, 0.08495,0.560155,0.019,0.02,0.022,0.024,5.65
17, 0.08933,0.623311,0.019,0.02,0.023,0.024,6.288
18, 0.08979,0.588548,0.019,0.02,0.022,0.024,5.936
19, 0.08474,0.584336,0.019,0.02,0.02,0.021,5.894
20, 0.09464,0.600521,0.019,0.02,0.023,0.024,6.051
21, 0.0876,0.57763,0.019,0.02,0.02,0.024,5.826
22, 0.08808,0.60084,0.019,0.02,0.02,0.023,6.058
23, 0.0872,0.578602,0.019,0.021,0.024,0.024,5.839
24, 0.08896,0.550423,0.019,0.02,0.024,0.024,5.548
25, 0.09133,0.578074,0.019,0.02,0.023,0.024,5.827
26, 0.0769,0.512245,0.019,0.02,0.023,0.024,5.172
27, 0.08915,0.590808,0.019,0.02,0.02,0.023,5.956
28, 0.09024,0.582502,0.019,0.02,0.021,0.024,5.87

>>> 'test_x_single': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.03613,0.0481663,0.03,0.031,0.031,0.031,0.515
4, 0.03641,0.0481826,0.03,0.031,0.031,0.031,0.515
5, 0.03593,0.0476996,0.03,0.031,0.031,0.031,0.51
6, 0.03592,0.048007,0.03,0.031,0.031,0.031,0.513
7, 0.0364,0.047783,0.03,0.031,0.031,0.031,0.51
8, 0.03625,0.0482144,0.03,0.031,0.031,0.031,0.515
9, 0.03634,0.0489762,0.03,0.031,0.031,0.031,0.523
10, 0.03584,0.0479862,0.03,0.031,0.031,0.031,0.513
11, 0.03589,0.0481781,0.03,0.031,0.031,0.031,0.515
12, 0.03579,0.0480075,0.03,0.03,0.031,0.031,0.513
13, 0.03588,0.0481228,0.03,0.03,0.031,0.031,0.514
14, 0.03601,0.0480987,0.03,0.031,0.031,0.031,0.514
15, 0.0359,0.0482831,0.029,0.03,0.031,0.031,0.515
16, 0.0359,0.0508686,0.03,0.03,0.031,0.031,0.542
17, 0.03592,0.0481974,0.03,0.031,0.031,0.031,0.515
18, 0.03592,0.0481997,0.03,0.031,0.031,0.031,0.515
19, 0.03607,0.0497653,0.03,0.031,0.031,0.031,0.531
20, 0.03571,0.0485758,0.03,0.031,0.031,0.031,0.519
21, 0.03614,0.0481664,0.03,0.031,0.031,0.031,0.515
22, 0.03581,0.0483944,0.03,0.03,0.031,0.031,0.517
23, 0.03599,0.0498529,0.03,0.031,0.031,0.031,0.532
24, 0.03597,0.0482735,0.03,0.031,0.031,0.031,0.516
25, 0.03605,0.0483703,0.03,0.031,0.031,0.031,0.517
26, 0.03605,0.0481905,0.03,0.031,0.031,0.031,0.515
27, 0.0365,0.0481291,0.03,0.031,0.031,0.032,0.515
28, 0.03631,0.0485794,0.03,0.031,0.031,0.031,0.519

>>> 'test_grover': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 47.016,1.26644,43.779,46.215,46.689,47.919,49.715
4, 86.985,2.47857,80.967,85.476,86.857,88.343,93.723
5, 126.995,2.77394,119.413,125.233,126.762,128.386,133.681
6, 168.951,3.11238,162.586,166.514,168.78,170.938,176.428
7, 213.804,4.46762,204.508,210.846,213.567,216.413,230.077
8, 270.717,4.97194,259.976,267.547,271.448,273.84,283.468
9, 341.135,5.47423,323.494,338.363,341.266,345.032,352.728
10, 446.836,7.41153,416.33,442.576,447.748,451.86,461.256
11, 555.054,9.52801,518.177,550.857,556.243,560.888,573.026
12, 704.607,13.9759,658.516,699.877,708.265,713.418,728.29
13, 861.623,28.2784,815.652,837.516,856.736,887.3,922.925
14, 1085.13,23.7038,1057.4,1068.81,1076.46,1098.69,1195.08
15, 1416.2,29.1943,1372.01,1391.77,1413.84,1434.33,1531.83
16, 1934.09,50.5433,1789.15,1889.96,1920.97,1971.3,2113.19

Passed all 5 test cases with 1400 assertions.

Random Seed: 1532569653
############ QEngine -> CPU ############
>>> 'test_cnot_all': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.24207,0.0429277,0.195,0.203,0.229,0.273,0.397
4, 0.4011,0.0433879,0.329,0.375,0.409,0.415,0.555
5, 0.70057,0.0518491,0.62,0.683,0.695,0.7,0.932
6, 0.73301,0.120178,0.621,0.692,0.7,0.713,1.247
7, 0.70376,0.0473086,0.618,0.686,0.698,0.703,0.993
8, 0.69973,0.0532804,0.614,0.685,0.701,0.708,1.047
9, 0.68088,0.0627701,0.625,0.645,0.676,0.683,1.118
10, 0.73542,0.0606399,0.638,0.706,0.723,0.751,1.009
11, 0.70755,0.0751009,0.624,0.648,0.7,0.723,0.999
12, 0.82756,0.112072,0.641,0.736,0.856,0.902,1.241
13, 0.9351,0.189113,0.657,0.746,0.917,1.11,1.384
14, 1.33589,0.385654,0.64,0.886,1.532,1.637,2.357
15, 2.06343,0.78775,0.703,1.216,2.416,2.702,3.412
16, 2.52306,1.75024,0.744,1.038,1.463,4.646,5.65
17, 1.75937,2.13477,0.751,0.856,1.014,1.132,10.975
18, 2.9951,4.53342,0.725,0.935,1.072,1.682,18.982
19, 6.74492,9.88007,0.725,0.958,1.162,7.003,34.805
20, 21.8513,22.8876,0.741,1.289,12.532,40.312,70.949
21, 88.0406,38.1863,24.507,57.021,84.872,119.307,230.303
22, 292.449,35.628,230.217,260.887,293.769,326.3,357.125
23, 790.181,38.0825,721.957,753.419,793.116,824.356,851.89
24, 1348.03,37.7186,1283.39,1313.43,1344.26,1383.66,1408.83
25, 3049.38,41.1688,2923.89,3019.73,3050.27,3084.53,3114.54
26, 5536.18,28.9116,5458.89,5509.81,5537.85,5560.5,5588.7
27, 11681.8,39.9773,11541.6,11654.7,11682,11716.9,11755.5
28, 22229,41.7714,22132.7,22201.5,22233.8,22252,22336.3

>>> 'test_x_all': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.22381,0.0381879,0.19,0.2,0.203,0.253,0.362
4, 0.37759,0.035636,0.326,0.343,0.384,0.407,0.471
5, 0.68906,0.0505106,0.58,0.646,0.691,0.707,0.883
6, 0.69563,0.0472759,0.618,0.676,0.694,0.705,0.965
7, 0.70092,0.0776962,0.612,0.681,0.691,0.699,1.205
8, 0.71358,0.100181,0.613,0.679,0.692,0.7,1.217
9, 0.68273,0.0783695,0.616,0.655,0.669,0.677,1.13
10, 0.70395,0.105325,0.623,0.664,0.669,0.694,1.256
11, 0.78376,0.099909,0.637,0.734,0.765,0.778,1.132
12, 0.76817,0.10054,0.627,0.693,0.783,0.805,1.242
13, 0.82547,0.104948,0.654,0.708,0.866,0.897,1.05
14, 0.88552,0.205697,0.651,0.713,0.805,1.057,1.798
15, 1.24397,0.34467,0.676,0.876,1.393,1.494,2.719
16, 1.79776,0.764949,0.71,0.976,2.147,2.319,5.531
17, 2.78537,1.72205,0.755,1.154,2.497,4.261,11.064
18, 1.97181,3.39564,0.75,0.864,0.915,1.221,27.576
19, 4.80818,8.52411,0.839,1.064,1.238,1.575,55.077
20, 12.5983,23.618,0.892,1.235,1.436,18.7,194.473
21, 42.0626,40.8505,0.772,6.883,36.075,66.453,318.207
22, 696.637,59.5333,481.387,661.956,702.838,730.297,816.089
23, 1587.81,57.326,1365.63,1554.96,1587.63,1619.96,1721.84
24, 3375.69,65.9215,3061.17,3340.53,3378.8,3418.93,3501.33
25, 6966.44,103.875,6761.4,6894.82,6959.19,7023.79,7264.38
26, 14027.2,153.313,13303.1,13965.8,14029.2,14117.8,14366.2
27, 28266.7,296.441,26099.4,28129.1,28242.8,28390.7,28895.3
28, 55891.2,1339.35,53125.5,55033.4,55794.9,56606.8,60287.5

>>> 'test_cnot_single': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.24015,0.0365191,0.198,0.208,0.211,0.278,0.332
4, 0.39988,0.0486776,0.332,0.355,0.417,0.421,0.689
5, 0.68776,0.0403706,0.627,0.647,0.696,0.715,0.818
6, 0.68921,0.0446037,0.632,0.653,0.685,0.71,0.871
7, 0.71905,0.100464,0.626,0.651,0.702,0.718,1.183
8, 0.72158,0.0598896,0.623,0.706,0.711,0.722,1.047
9, 0.72747,0.11583,0.631,0.681,0.686,0.708,1.184
10, 0.73753,0.0655738,0.637,0.693,0.728,0.755,1.011
11, 0.78089,0.114915,0.63,0.748,0.761,0.786,1.32
12, 0.79033,0.0785766,0.637,0.745,0.798,0.827,1.017
13, 0.80706,0.10233,0.646,0.715,0.781,0.907,1.119
14, 1.00409,0.229733,0.668,0.765,1.129,1.165,1.961
15, 1.384,0.383544,0.726,1.005,1.558,1.616,3.065
16, 2.20656,0.798011,0.706,2.068,2.505,2.681,5.346
17, 3.82376,1.92805,0.811,1.603,4.583,4.999,13.532
18, 2.22601,3.6977,0.782,0.935,1.123,1.254,28.564
19, 2.91868,4.78656,0.872,1.044,1.278,1.486,24.992
20, 11.924,20.2134,0.851,1.169,1.608,17.656,156.801
21, 43.4357,45.5329,0.959,8.523,37.422,68.645,375.75
22, 824.37,46.5702,702.752,792.459,822.391,859.039,923.354
23, 1723.21,48.8965,1513.44,1691.25,1726.8,1757.34,1822.07
24, 3521.98,77.5809,3202.55,3477.83,3538.88,3570.55,3686.56
25, 7129.51,96.4108,6911.59,7068.47,7117.57,7195.49,7404.97
26, 14377.2,157.529,13494.1,14289,14359.4,14474.1,14709.6
27, 28781.6,463.299,25148.4,28609.7,28785.7,28972.5,29709
28, 57187.4,2256.36,53746.8,55902.3,56849.6,57727.8,66936.9

>>> 'test_x_single': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 0.0517,0.0056542,0.049,0.05,0.05,0.051,0.092
4, 0.22393,0.0325939,0.188,0.2,0.207,0.248,0.322
5, 0.39249,0.0459081,0.332,0.353,0.408,0.418,0.594
6, 0.70665,0.0411092,0.627,0.7,0.71,0.715,0.86
7, 0.71137,0.0738758,0.633,0.69,0.708,0.715,1.188
8, 0.71138,0.043633,0.627,0.702,0.705,0.714,0.972
9, 0.71027,0.0534894,0.623,0.695,0.705,0.711,1.01
10, 0.72615,0.0610584,0.629,0.685,0.722,0.748,0.998
11, 0.75578,0.0623653,0.65,0.746,0.751,0.759,1.041
12, 0.80748,0.0960476,0.642,0.781,0.789,0.817,1.208
13, 0.80323,0.109981,0.658,0.725,0.765,0.894,1.22
14, 0.9141,0.194348,0.648,0.73,0.841,1.112,1.368
15, 1.32276,0.317708,0.674,0.954,1.473,1.561,1.78
16, 2.01099,0.628423,0.712,1.997,2.302,2.427,2.781
17, 2.24149,1.39962,0.738,1.066,1.54,3.969,5.757
18, 1.48737,1.85694,0.773,0.825,0.863,1.013,8.657
19, 2.4714,3.71078,0.744,0.901,1.038,1.272,17.962
20, 5.90255,9.28806,0.735,0.902,1.145,4.775,35.88
21, 20.8524,22.7253,0.743,1.197,7.57,37.568,70.795
22, 83.3278,35.5071,21.827,53.449,81.999,111.742,148.773
23, 242.99,35.2712,169.739,219.503,236.662,277.102,302.33
24, 542.606,36.4998,485.252,508.991,541.307,573.118,610.208
25, 1143.92,36.3532,1074.55,1113.29,1145.27,1171.32,1208.36
26, 2362.73,37.5496,2281.7,2333.19,2362.98,2394.12,2430.6
27, 4787.76,103.03,4090.89,4776.09,4799.39,4827.27,4894.7
28, 9661.96,93.6158,8818.81,9641.67,9670.4,9702.08,9764.89

>>> 'test_grover': 
100 iterations
# of Qubits, Average Time (ms), Sample Std. Deviation (ms), Fastest (ms), 1st Quartile (ms), Median (ms), 3rd Quartile (ms), Slowest (ms)
3, 1.8495,0.144217,1.589,1.685,1.902,1.951,2.11
4, 10.0869,0.264071,9.536,9.89,10.134,10.236,10.849
5, 24.5865,0.709684,23.306,24.193,24.441,24.868,26.741
6, 65.6597,1.50293,63.077,64.399,65.452,66.661,70.099
7, 97.5796,1.81918,94.952,96.077,97.452,98.504,103.67
8, 158.406,2.21755,154.357,156.751,158.053,159.697,164.453
9, 244.427,2.60662,238.284,242.481,244.586,246.025,250.041
10, 423.883,3.74559,413.659,421.216,424.307,426.392,432.852
11, 643.19,5.30991,632.983,639.493,641.783,645.707,656.566
12, 1120.31,15.956,1089.29,1107.31,1120.24,1127.88,1159.35
13, 2233.42,81.7465,2084.69,2173.18,2229.21,2291.28,2429.35
14, 5171.63,399.346,3964.52,4944.73,5142.37,5459.71,6016.9
15, 14153.4,1237.65,10647.9,13162.8,14047.5,15032.8,16874.8


